id,scenario,sim_time,created,started,relayed,aborted,dropped,removed,delivered,delivery_prob,response_prob,overhead_ratio,latency_avg,latency_med,hopcount_avg,hopcount_med,buffertime_avg,buffertime_med,distance_avg,d_dist_avg,speed_avg,mobility,router,ttl,seed,buffer_size,message_interval,exp_weight
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['se']_[200M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['se']_[200M]_[60, 120]_w[4]",302400.0,3384,341760,341760,0,154509,118367,2691,0.7952,0.0,126.0011,5627.9673,1589.0,10.0966,7,46193.2718,66879.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'se',200,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgE']_[50M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgE']_[50M]_[60, 120]_w[4]",302400.0,3363,1972720,1972720,0,1848279,108618,2546,0.7571,0.0,773.8311,4096.7003,1417.0,11.3657,7,2170.3789,449.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgE',50,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sM']_[200M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sM']_[200M]_[35,60]_w[4]",302400.0,6452,654151,654151,0,365748,222235,5099,0.7903,0.0,127.2901,4918.9841,1417.0,10.3361,7,25811.8905,32256.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sM',200,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[200M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[200M]_[25,35]_w[4]",302400.0,10256,1114724,1114724,0,709995,339625,7891,0.7694,0.0,140.2652,4430.3349,1328.0,10.3067,7,15838.104,15560.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ge',200,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msME']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msME']_[150M]_[35,60]_w[4]",302400.0,6427,641310,641310,0,376338,216314,4968,0.773,0.0,128.0882,4662.2426,1439.0,10.31,7,20294.7577,23329.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msME',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mM']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mM']_[75M]_[25,35]_w[4]",302400.0,10245,136693873,136693873,0,136410909,260335,7465,0.7286,0.0,18310.3025,3733.5349,1381.0,105.8616,14,50.1598,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mM',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgMe']_[150M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgMe']_[150M]_[25,35]_w[4]",302400.0,10273,5897611,5897611,0,5521377,327424,7761,0.7555,0.0,758.9035,3976.9763,1269.0,11.3609,8,2197.1469,482.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgMe',150,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgE']_[75M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgE']_[75M]_[60, 120]_w[4]",302400.0,3397,341751,341751,0,201792,114337,2633,0.7751,0.0,128.7953,4560.0486,1232.0,10.4387,7,19237.678,21538.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgE',75,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['m']_[75M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['m']_[75M]_[35,60]_w[4]",302400.0,6447,24698768,24698768,0,24479937,195313,4812,0.7464,0.0,5131.7448,3811.4352,1316.0,38.0848,9,268.9408,50.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'m',75,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgE']_[75M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgE']_[75M]_[35,60]_w[4]",302400.0,6442,25423684,25423684,0,25206442,193997,4780,0.742,0.0,5317.7623,3687.7059,1205.0,34.6167,9,261.8888,47.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgE',75,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msgM']_[50M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msgM']_[50M]_[5,25]_w[4]",302400.0,20769,115140137,115140137,0,114789873,341410,12221,0.5884,0.0,9420.4988,3687.5616,1068.0,63.2105,16,41.2749,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msgM',50,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sge']_[200M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sge']_[200M]_[35,60]_w[4]",302400.0,6430,645954,645954,0,356023,222237,5077,0.7896,0.0,126.2314,5207.5474,1551.0,10.2216,7,26461.6747,32413.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sge',200,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgMe']_[100M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgMe']_[100M]_[25,35]_w[4]",302400.0,10273,118237147,118237147,0,117916849,288951,7620,0.7418,0.0,15515.686,3788.3125,1273.0,113.3929,11,75.0334,12.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgMe',100,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gMeE']_[200M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gMeE']_[200M]_[60, 120]_w[4]",302400.0,3379,336402,336402,0,149132,116241,2663,0.7881,0.0,125.3244,5796.9133,1574.0,10.2268,7,46929.9685,66949.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gMeE',200,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msE']_[150M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msE']_[150M]_[5,25]_w[4]",302400.0,20888,279639281,279639281,0,279062818,532076,15116,0.7237,0.0,18498.5555,3753.6335,1421.0,115.9828,14,49.3199,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msE',150,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[50M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[50M]_[60, 120]_w[4]",302400.0,3379,1526691,1526691,0,1403580,107230,2574,0.7618,0.0,592.12,3966.6729,1167.0,11.3205,8,2828.7011,1025.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgM',50,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sME']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sME']_[150M]_[35,60]_w[4]",302400.0,6444,642537,642537,0,375419,215780,4995,0.7751,0.0,127.636,4666.4763,1418.0,10.3814,7,20166.9043,23354.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sME',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sge']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sge']_[100M]_[35,60]_w[4]",302400.0,6430,1615747,1615747,0,1376915,206474,4874,0.758,0.0,330.5033,4099.3203,1320.0,10.6157,7,5447.147,2551.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sge',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msM']_[50M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msM']_[50M]_[60, 120]_w[4]",302400.0,3378,1767647,1767647,0,1644590,107237,2575,0.7623,0.0,685.4649,3987.7052,1272.0,10.8893,7,2466.0307,472.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msM',50,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msgM']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msgM']_[150M]_[35,60]_w[4]",302400.0,6439,648166,648166,0,380858,216623,5009,0.7779,0.0,128.4003,4608.5981,1475.0,10.2835,7,20291.6401,23681.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msgM',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgeE']_[75M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgeE']_[75M]_[60, 120]_w[4]",302400.0,3402,342329,342329,0,202958,113510,2638,0.7754,0.0,128.7684,4569.3324,1507.0,10.3063,7,19392.3731,22283.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgeE',75,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msM']_[75M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msM']_[75M]_[60, 120]_w[4]",302400.0,3378,339636,339636,0,202194,112541,2635,0.78,0.0,127.8941,4511.2516,1360.0,10.1533,7,19398.2141,21985.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msM',75,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gMe']_[50M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gMe']_[50M]_[5,25]_w[4]",302400.0,20839,115635691,115635691,0,115283219,343874,12346,0.5924,0.0,9365.2474,3624.7214,1089.0,64.879,16,41.1254,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gMe',50,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gM']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gM']_[75M]_[25,35]_w[4]",302400.0,10247,139001808,139001808,0,138718933,260224,7434,0.7255,0.0,18697.1178,3784.6091,1385.0,120.5106,14,49.096,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gM',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[150M]_[35,60]_w[4]",302400.0,6453,645464,645464,0,375701,218428,4973,0.7706,0.0,128.7937,4693.5122,1549.0,10.4927,7,20267.9596,23339.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mge',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ms']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ms']_[100M]_[35,60]_w[4]",302400.0,6429,1723545,1723545,0,1481482,209166,4910,0.7637,0.0,350.0275,4036.4503,1311.0,10.6727,7,5100.9283,2137.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ms',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['eE']_[150M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['eE']_[150M]_[5,25]_w[4]",302400.0,20873,277692601,277692601,0,277116924,531227,15181,0.7273,0.0,18291.1152,3802.0144,1420.0,117.7112,14,48.963,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'eE',150,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sg']_[50M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sg']_[50M]_[35,60]_w[4]",302400.0,6430,88255774,88255774,0,88070633,170140,4711,0.7327,0.0,18732.9788,3736.627,1310.0,125.8179,13,51.7324,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sg',50,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[100M]_[35,60]_w[4]",302400.0,6453,1600927,1600927,0,1358971,208824,4849,0.7514,0.0,329.1561,4044.9552,1413.0,10.888,7,5489.9632,2653.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mge',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgME']_[75M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgME']_[75M]_[5,25]_w[4]",302400.0,20889,165601511,165601511,0,165173746,409620,13655,0.6537,0.0,12126.5365,3847.3651,1374.0,78.0536,16,42.6541,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgME',75,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgMe']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgMe']_[75M]_[25,35]_w[4]",302400.0,10258,137855580,137855580,0,137570320,262824,7507,0.7318,0.0,18362.6046,3746.4449,1370.0,115.5813,14,49.2569,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgMe',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gMe']_[50M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gMe']_[50M]_[60, 120]_w[4]",302400.0,3376,1778541,1778541,0,1655481,107161,2528,0.7488,0.0,702.5368,3881.1622,1377.0,11.4889,8,2436.4997,605.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gMe',50,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[200M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[200M]_[60, 120]_w[4]",302400.0,3382,340741,340741,0,150967,120412,2683,0.7933,0.0,126.0,5811.0056,1690.0,10.1327,7,45451.3589,65059.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ge',200,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mseE']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mseE']_[150M]_[35,60]_w[4]",302400.0,6444,648614,648614,0,376350,221345,4998,0.7756,0.0,128.7747,4832.3581,1556.0,10.3816,7,19933.469,23147.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mseE',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgM']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgM']_[150M]_[35,60]_w[4]",302400.0,6413,640145,640145,0,373764,216112,4946,0.7712,0.0,128.4268,4645.5396,1464.0,10.2432,7,20596.2981,24118.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgM',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['eE']_[50M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['eE']_[50M]_[5,25]_w[4]",302400.0,20873,115807325,115807325,0,115451683,346950,12361,0.5922,0.0,9367.7667,3709.1666,1102.0,66.8221,16,41.0023,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'eE',50,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[200M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[200M]_[60, 120]_w[4]",302400.0,3379,338846,338846,0,150861,118968,2727,0.807,0.0,123.256,5953.4584,1507.0,10.2461,7,45460.3787,64336.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgM',200,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgeE']_[75M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgeE']_[75M]_[5,25]_w[4]",302400.0,20840,165521297,165521297,0,165096352,407070,13578,0.6515,0.0,12189.4034,3855.7737,1335.0,80.5054,16,42.2885,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgeE',75,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgME']_[50M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgME']_[50M]_[25,35]_w[4]",302400.0,10247,105494591,105494591,0,105249213,231518,7142,0.697,0.0,14770.0153,3915.0496,1465.0,96.8051,16,43.6702,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgME',50,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msMe']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msMe']_[100M]_[35,60]_w[4]",302400.0,6426,1799319,1799319,0,1560383,205786,4848,0.7544,0.0,370.1467,4100.8882,1304.0,10.6267,7,4836.5803,2089.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msMe',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['seE']_[150M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['seE']_[150M]_[25,35]_w[4]",302400.0,10248,4027562,4027562,0,3653374,325141,7736,0.7549,0.0,519.6259,3796.3168,1187.0,11.1175,8,3261.099,1236.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'seE',150,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['eE']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['eE']_[75M]_[25,35]_w[4]",302400.0,10257,136067108,136067108,0,135783425,261354,7488,0.73,0.0,18170.3552,3852.6679,1386.0,105.713,14,49.5845,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'eE',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['m']_[50M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['m']_[50M]_[5,25]_w[4]",302400.0,20886,114460925,114460925,0,114109367,343008,12366,0.5921,0.0,9255.0994,3665.5256,1077.0,61.4381,16,41.5554,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'m',50,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgM']_[100M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgM']_[100M]_[25,35]_w[4]",302400.0,10254,108187683,108187683,0,107863546,293228,7601,0.7413,0.0,14232.3486,3741.1564,1296.0,101.1968,11,82.8495,13.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgM',100,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgM']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgM']_[100M]_[35,60]_w[4]",302400.0,6413,1308843,1308843,0,1070007,206486,4826,0.7525,0.0,270.2066,4042.6162,1345.0,10.5661,7,6781.6452,4227.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgM',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['se']_[50M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['se']_[50M]_[5,25]_w[4]",302400.0,20843,116305800,116305800,0,115949611,347444,12352,0.5926,0.0,9414.9488,3639.7847,1048.0,63.4002,16,41.0149,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'se',50,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msgE']_[100M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msgE']_[100M]_[60, 120]_w[4]",302400.0,3398,338124,338124,0,190262,114403,2661,0.7831,0.0,126.0665,4858.0815,1313.0,10.0293,7,25359.3739,29596.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msgE',100,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mMeE']_[50M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mMeE']_[50M]_[25,35]_w[4]",302400.0,10247,105925353,105925353,0,105686858,224842,7111,0.694,0.0,14894.9855,3812.6978,1436.0,97.6369,16,43.691,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mMeE',50,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgeE']_[50M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgeE']_[50M]_[25,35]_w[4]",302400.0,10248,107393975,107393975,0,107155336,225254,7139,0.6966,0.0,15042.2799,3896.9975,1508.0,87.9713,16,43.2081,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgeE',50,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['meE']_[100M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['meE']_[100M]_[25,35]_w[4]",302400.0,10246,101917341,101917341,0,101596645,290090,7561,0.7379,0.0,13478.3468,3756.1973,1294.0,95.8531,11,87.2611,15.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'meE',100,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['me']_[100M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['me']_[100M]_[60, 120]_w[4]",302400.0,3379,338017,338017,0,188787,115781,2619,0.7751,0.0,128.0634,4847.8858,1366.0,10.3772,7,25220.0452,30281.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'me',100,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[75M]_[25,35]_w[4]",302400.0,10238,139566958,139566958,0,139280836,264173,7487,0.7313,0.0,18640.2392,3778.1098,1337.0,114.1237,14,48.922,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgM',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mse']_[150M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mse']_[150M]_[25,35]_w[4]",302400.0,10250,3673635,3673635,0,3300949,323940,7710,0.7522,0.0,475.4767,3943.8608,1257.0,10.8125,7,3624.2362,1286.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mse',150,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sMe']_[50M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sMe']_[50M]_[60, 120]_w[4]",302400.0,3384,2033261,2033261,0,1908393,108734,2550,0.7535,0.0,796.3573,3850.1227,1140.0,11.6596,8,2133.31,492.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sMe',50,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sME']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sME']_[75M]_[25,35]_w[4]",302400.0,10245,137742866,137742866,0,137457305,262971,7464,0.7286,0.0,18453.2961,3845.3205,1423.0,116.6182,14,49.4605,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sME',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msM']_[75M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msM']_[75M]_[5,25]_w[4]",302400.0,20872,164936586,164936586,0,164513631,404709,13697,0.6562,0.0,12040.8038,3853.3203,1355.0,77.9241,16,42.6574,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msM',75,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sge']_[150M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sge']_[150M]_[60, 120]_w[4]",302400.0,3383,338539,338539,0,168677,118123,2695,0.7966,0.0,124.6174,5504.6516,1514.0,10.1447,7,36644.4796,49200.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sge',150,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gM']_[150M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gM']_[150M]_[25,35]_w[4]",302400.0,10247,4337236,4337236,0,3961812,326195,7730,0.7544,0.0,560.0913,3997.4607,1284.0,11.2186,8,3023.3304,906.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gM',150,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['me']_[200M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['me']_[200M]_[5,25]_w[4]",302400.0,21004,217896017,217896017,0,217241922,592358,15502,0.738,0.0,14054.9939,3816.0054,1295.0,108.6054,11,82.9813,14.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'me',200,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ms']_[150M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ms']_[150M]_[25,35]_w[4]",302400.0,10252,3677259,3677259,0,3301473,327469,7736,0.7546,0.0,474.3437,3887.8554,1260.0,11.0622,7,3578.5626,1546.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ms',150,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msge']_[150M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msge']_[150M]_[60, 120]_w[4]",302400.0,3392,342655,342655,0,171534,120562,2683,0.791,0.0,126.7134,5550.5352,1591.0,10.4107,7,35699.644,47511.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msge',150,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgM']_[50M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgM']_[50M]_[25,35]_w[4]",302400.0,10254,104203161,104203161,0,103959577,230018,7142,0.6965,0.0,14589.1934,3890.614,1488.0,94.0596,16,44.3223,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgM',50,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ms']_[200M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ms']_[200M]_[35,60]_w[4]",302400.0,6429,644643,644643,0,353916,221250,5069,0.7885,0.0,126.1736,4954.6508,1478.0,10.292,7,26382.651,31806.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ms',200,"35,60",4
